query_id,doctor_id,rating,total_reviews,experience_years,consultation_fee,distance_km,is_available,accepts_insurance,hospital_type_encoded,avg_consultation_minutes,fee_within_budget,relevance
620,DOC0020,3.6,485,3,250,5.2,1,0,0,25,1,8
620,DOC0042,4.0,661,27,950,11.06,1,0,1,22,0,7
620,DOC0059,4.4,300,14,800,11.66,0,1,1,9,1,8
620,DOC0072,4.5,584,25,800,14.22,0,1,1,21,1,9
620,DOC0084,4.0,244,22,550,4.03,1,1,2,16,1,9
620,DOC0111,3.6,100,30,800,15.77,1,1,1,17,1,7
620,DOC0122,3.8,205,15,800,12.62,1,1,1,13,1,9
620,DOC0143,4.8,748,25,750,10.94,1,0,1,13,1,9
621,DOC0031,4.3,428,29,950,11.43,1,1,1,10,1,9
621,DOC0049,3.4,755,27,850,4.82,0,1,1,13,1,9
621,DOC0082,3.9,329,25,400,6.68,1,0,2,20,1,9
621,DOC0097,3.9,510,12,250,3.68,1,1,0,21,1,9
621,DOC0108,3.9,355,27,800,13.22,0,0,1,23,1,8
621,DOC0127,4.5,751,5,850,13.37,1,0,1,12,1,9
621,DOC0146,4.2,675,7,950,1.83,1,1,1,12,1,9
622,DOC0053,3.9,108,17,850,4.41,1,1,1,22,1,9
622,DOC0068,4.1,113,16,900,14.39,1,1,1,21,1,9
622,DOC0103,3.7,130,19,200,4.77,1,1,0,25,1,9
622,DOC0110,4.2,41,12,800,16.15,1,1,1,13,1,8
622,DOC0149,4.5,49,24,900,4.83,0,1,1,16,1,9
623,DOC0005,4.5,706,23,350,12.3,1,0,0,10,1,9
623,DOC0020,3.6,485,3,250,8.67,1,0,0,25,1,7
623,DOC0042,4.0,661,27,950,5.04,1,0,1,22,0,8
623,DOC0059,4.4,300,14,800,13.91,0,1,1,9,0,6
623,DOC0072,4.5,584,25,800,2.31,0,1,1,21,0,9
623,DOC0084,4.0,244,22,550,13.33,1,1,2,16,0,8
623,DOC0111,3.6,100,30,800,3.99,1,1,1,17,0,7
623,DOC0122,3.8,205,15,800,6.25,1,1,1,13,0,8
623,DOC0143,4.8,748,25,750,9.94,1,0,1,13,0,8
624,DOC0008,4.6,782,11,400,18.05,1,1,0,16,1,9
624,DOC0022,3.6,711,5,500,7.23,1,0,0,20,1,6
624,DOC0039,4.1,429,17,1650,3.83,1,0,1,8,0,8
624,DOC0058,4.3,303,9,1600,15.62,1,1,1,24,0,6
624,DOC0067,4.5,295,24,1750,8.09,1,1,1,13,0,9
624,DOC0090,4.0,684,32,950,10.61,1,1,2,12,0,8
624,DOC0116,4.1,480,28,1750,9.17,1,1,1,14,0,8
624,DOC0134,3.3,158,25,1650,4.89,0,0,1,22,0,4
625,DOC0006,4.6,675,17,450,9.94,1,1,0,15,1,9
625,DOC0016,3.4,239,10,400,4.39,1,1,0,23,1,8
625,DOC0036,4.6,331,12,1650,7.43,1,1,1,21,0,8
625,DOC0052,4.3,744,23,1800,9.07,1,0,1,13,0,7
625,DOC0064,4.4,290,5,1700,7.24,1,1,1,14,0,6
625,DOC0087,4.0,97,26,950,8.76,0,1,2,15,0,6
625,DOC0102,3.9,382,24,400,3.39,1,1,0,21,1,9
625,DOC0118,3.9,416,14,1800,8.98,1,0,1,18,0,5
625,DOC0123,3.8,259,17,1700,9.32,1,1,1,17,0,7
625,DOC0147,4.4,746,19,1600,5.34,1,0,1,24,0,8
626,DOC0031,4.3,428,29,950,21.78,1,1,1,10,1,9
626,DOC0049,3.4,755,27,850,7.89,0,1,1,13,1,8
626,DOC0082,3.9,329,25,400,15.81,1,0,2,20,1,8
626,DOC0097,3.9,510,12,250,14.82,1,1,0,21,1,9
626,DOC0108,3.9,355,27,800,21.72,0,0,1,23,1,7
626,DOC0127,4.5,751,5,850,23.6,1,0,1,12,1,8
626,DOC0146,4.2,675,7,950,9.41,1,1,1,12,1,9
627,DOC0014,4.0,151,27,300,20.3,1,1,0,25,1,8
627,DOC0045,3.7,637,30,1000,13.3,1,1,1,23,0,7
627,DOC0051,3.8,399,28,900,13.69,0,1,1,18,0,6
627,DOC0062,3.8,644,21,900,16.78,1,0,1,11,0,5
627,DOC0114,4.4,500,7,850,18.26,1,0,1,17,0,4
627,DOC0145,3.8,608,15,950,13.49,0,1,1,18,0,6
628,DOC0010,4.5,586,17,600,11.98,1,1,0,8,1,9
628,DOC0021,3.7,618,21,650,9.23,1,1,0,24,1,9
628,DOC0044,4.7,618,29,2050,5.71,1,1,1,8,0,9
628,DOC0088,3.6,290,28,1050,13.88,1,1,2,22,0,7
628,DOC0096,3.6,545,18,550,8.47,1,1,0,22,1,9
628,DOC0112,4.0,377,23,2000,3.91,1,0,1,12,0,8
628,DOC0129,3.8,144,19,2050,6.8,0,1,1,21,0,6
628,DOC0150,4.0,677,18,2200,10.06,1,1,1,23,0,8
629,DOC0005,4.5,706,23,350,13.29,1,0,0,10,0,8
629,DOC0020,3.6,485,3,250,16.2,1,0,0,25,0,3
629,DOC0042,4.0,661,27,950,24.26,1,0,1,22,0,6
629,DOC0059,4.4,300,14,800,8.06,0,1,1,9,0,6
629,DOC0072,4.5,584,25,800,24.14,0,1,1,21,0,7
629,DOC0084,4.0,244,22,550,14.1,1,1,2,16,0,8
629,DOC0111,3.6,100,30,800,25.81,1,1,1,17,0,5
629,DOC0122,3.8,205,15,800,26.22,1,1,1,13,0,6
629,DOC0143,4.8,748,25,750,11.9,1,0,1,13,0,8
630,DOC0011,4.6,484,27,300,17.68,0,1,0,16,1,9
630,DOC0028,3.7,584,8,350,6.46,1,0,0,25,1,8
630,DOC0037,4.4,773,24,800,4.45,1,1,1,10,0,9
630,DOC0046,3.9,408,8,750,14.91,1,1,1,22,0,6
630,DOC0065,4.6,629,29,800,8.52,1,1,1,17,0,9
630,DOC0078,4.3,652,30,500,9.72,0,1,2,17,1,9
630,DOC0095,3.9,351,7,150,6.94,0,1,0,16,1,8
630,DOC0113,4.1,525,7,950,9.72,1,1,1,22,0,6
630,DOC0148,4.5,649,7,900,12.23,1,1,1,24,0,7
631,DOC0025,3.6,576,31,550,10.12,1,1,0,24,1,9
631,DOC0050,3.5,97,15,2600,8.33,1,1,1,15,0,6
631,DOC0089,4.1,45,29,1300,13.07,1,0,2,25,0,6
631,DOC0106,3.8,517,11,2450,12.4,1,1,1,21,0,6
631,DOC0141,3.6,140,26,2400,5.13,1,1,1,16,0,7
632,DOC0007,4.4,600,28,250,3.71,1,1,0,18,1,9
632,DOC0023,3.9,753,5,250,10.54,1,1,0,16,1,8
632,DOC0038,3.5,708,29,1000,16.23,1,0,1,14,0,5
632,DOC0070,3.8,693,30,900,14.87,1,0,1,22,0,6
632,DOC0083,4.5,425,12,550,11.83,1,1,2,9,1,9
632,DOC0099,4.2,690,19,300,9.63,1,1,0,25,1,9
632,DOC0109,4.4,63,19,900,16.39,1,1,1,22,0,6
632,DOC0125,3.7,147,30,850,18.06,1,1,1,13,0,5
632,DOC0139,4.4,680,7,950,4.18,1,1,1,20,0,7
633,DOC0006,4.6,675,17,450,12.39,1,1,0,15,0,9
633,DOC0016,3.4,239,10,400,2.2,1,1,0,23,0,7
633,DOC0036,4.6,331,12,1650,6.76,1,1,1,21,0,9
633,DOC0052,4.3,744,23,1800,9.65,1,0,1,13,0,7
633,DOC0064,4.4,290,5,1700,8.23,1,1,1,14,0,6
633,DOC0087,4.0,97,26,950,6.87,0,1,2,15,0,7
633,DOC0102,3.9,382,24,400,1.81,1,1,0,21,0,9
633,DOC0118,3.9,416,14,1800,9.95,1,0,1,18,0,5
633,DOC0123,3.8,259,17,1700,8.71,1,1,1,17,0,7
633,DOC0147,4.4,746,19,1600,6.69,1,0,1,24,0,8
634,DOC0015,4.3,707,32,300,4.92,1,0,0,22,1,9
634,DOC0027,3.5,72,9,300,8.77,0,0,0,21,1,6
634,DOC0033,4.2,640,22,850,11.8,1,0,1,11,1,9
634,DOC0080,3.8,644,8,400,12.02,1,0,2,15,1,8
634,DOC0104,3.6,643,30,300,7.66,1,0,0,16,1,9
634,DOC0124,3.3,534,27,800,13.46,1,0,1,13,1,8
634,DOC0140,4.3,607,14,850,4.53,0,1,1,19,1,9
635,DOC0014,4.0,151,27,300,2.54,1,1,0,25,1,9
635,DOC0045,3.7,637,30,1000,17.77,1,1,1,23,0,6
635,DOC0051,3.8,399,28,900,6.78,0,1,1,18,0,7
635,DOC0062,3.8,644,21,900,15.97,1,0,1,11,0,5
635,DOC0114,4.4,500,7,850,17.37,1,0,1,17,0,4
635,DOC0145,3.8,608,15,950,6.27,0,1,1,18,0,7
636,DOC0004,4.0,697,25,150,10.31,1,1,0,17,1,9
636,DOC0019,4.4,262,6,150,7.56,1,1,0,23,1,8
636,DOC0034,3.9,392,3,900,6.52,1,1,1,18,0,6
636,DOC0066,4.3,468,11,900,4.45,0,1,1,9,0,7
636,DOC0077,3.7,685,18,550,12.09,0,1,2,18,0,6
636,DOC0093,3.8,598,4,350,6.67,1,0,0,25,0,5
636,DOC0132,3.7,64,15,950,8.04,1,1,1,19,0,6
636,DOC0144,3.9,46,10,950,7.86,1,0,1,19,0,4
637,DOC0005,4.5,706,23,350,14.49,1,0,0,10,1,9
637,DOC0020,3.6,485,3,250,4.51,1,0,0,25,1,8
637,DOC0042,4.0,661,27,950,12.93,1,0,1,22,0,7
637,DOC0059,4.4,300,14,800,7.45,0,1,1,9,1,8
637,DOC0072,4.5,584,25,800,14.94,0,1,1,21,1,9
637,DOC0084,4.0,244,22,550,0.49,1,1,2,16,1,9
637,DOC0111,3.6,100,30,800,16.66,1,1,1,17,1,7
637,DOC0122,3.8,205,15,800,14.78,1,1,1,13,1,9
637,DOC0143,4.8,748,25,750,7.7,1,0,1,13,1,9
638,DOC0015,4.3,707,32,300,8.58,1,0,0,22,1,9
638,DOC0027,3.5,72,9,300,14.61,0,0,0,21,1,6
638,DOC0033,4.2,640,22,850,13.45,1,0,1,11,1,9
638,DOC0080,3.8,644,8,400,18.61,1,0,2,15,1,7
638,DOC0104,3.6,643,30,300,13.55,1,0,0,16,1,9
638,DOC0124,3.3,534,27,800,14.34,1,0,1,13,1,8
638,DOC0140,4.3,607,14,850,11.61,0,1,1,19,1,9
639,DOC0013,4.8,334,3,200,13.41,1,0,0,15,1,9
639,DOC0024,3.6,29,32,350,3.81,1,0,0,11,1,9
639,DOC0057,3.8,333,16,950,6.66,1,0,1,11,1,9
639,DOC0079,4.0,77,17,400,1.56,1,0,2,19,1,9
639,DOC0119,3.6,278,5,850,15.9,1,1,1,12,1,7
639,DOC0131,3.7,389,21,850,14.31,0,1,1,24,1,9
640,DOC0053,3.9,108,17,850,15.43,1,1,1,22,1,8
640,DOC0068,4.1,113,16,900,2.46,1,1,1,21,1,9
640,DOC0103,3.7,130,19,200,10.16,1,1,0,25,1,9
640,DOC0110,4.2,41,12,800,3.21,1,1,1,13,1,9
640,DOC0149,4.5,49,24,900,11.38,0,1,1,16,1,9
641,DOC0030,3.6,655,14,350,8.98,1,1,0,15,1,8
641,DOC0048,4.1,656,10,800,0.6,1,0,1,12,0,8
641,DOC0073,3.6,541,23,950,16.42,1,0,1,21,0,5
641,DOC0085,3.8,613,31,500,8.53,1,1,2,12,1,9
641,DOC0092,3.9,214,4,250,8.46,1,0,0,22,1,7
641,DOC0115,4.4,98,17,850,18.11,1,1,1,10,0,6
641,DOC0128,3.9,479,27,950,18.53,1,0,1,10,0,5
642,DOC0030,3.6,655,14,350,4.53,1,1,0,15,1,9
642,DOC0048,4.1,656,10,800,12.96,1,0,1,12,1,9
642,DOC0073,3.6,541,23,950,10.04,1,0,1,21,1,9
642,DOC0085,3.8,613,31,500,7.2,1,1,2,12,1,9
642,DOC0092,3.9,214,4,250,5.3,1,0,0,22,1,8
642,DOC0115,4.4,98,17,850,11.47,1,1,1,10,1,9
642,DOC0128,3.9,479,27,950,8.07,1,0,1,10,1,9
643,DOC0015,4.3,707,32,300,18.8,1,0,0,22,1,8
643,DOC0027,3.5,72,9,300,7.75,0,0,0,21,1,5
643,DOC0033,4.2,640,22,850,14.8,1,0,1,11,0,7
643,DOC0080,3.8,644,8,400,3.84,1,0,2,15,1,8
643,DOC0104,3.6,643,30,300,8.73,1,0,0,16,1,8
643,DOC0124,3.3,534,27,800,16.41,1,0,1,13,0,4
643,DOC0140,4.3,607,14,850,12.01,0,1,1,19,0,6
644,DOC0075,4.3,515,29,900,4.42,1,1,1,25,1,9
644,DOC0094,4.0,303,28,400,6.27,1,0,0,12,1,9
644,DOC0120,3.8,152,23,950,5.94,1,1,1,10,1,9
644,DOC0121,3.4,776,12,950,4.43,1,1,1,9,1,9
645,DOC0031,4.3,428,29,950,12.73,1,1,1,10,0,8
645,DOC0049,3.4,755,27,850,3.71,0,1,1,13,0,6
645,DOC0082,3.9,329,25,400,5.31,1,0,2,20,1,9
645,DOC0097,3.9,510,12,250,4.32,1,1,0,21,1,9
645,DOC0108,3.9,355,27,800,14.99,0,0,1,23,1,7
645,DOC0127,4.5,751,5,850,14.69,1,0,1,12,0,6
645,DOC0146,4.2,675,7,950,2.94,1,1,1,12,0,8
646,DOC0005,4.5,706,23,350,12.74,1,0,0,10,1,9
646,DOC0020,3.6,485,3,250,1.29,1,0,0,25,1,9
646,DOC0042,4.0,661,27,950,9.95,1,0,1,22,0,7
646,DOC0059,4.4,300,14,800,7.59,0,1,1,9,0,6
646,DOC0072,4.5,584,25,800,11.65,0,1,1,21,0,8
646,DOC0084,4.0,244,22,550,3.54,1,1,2,16,0,9
646,DOC0111,3.6,100,30,800,13.38,1,1,1,17,0,6
646,DOC0122,3.8,205,15,800,11.86,1,1,1,13,0,7
646,DOC0143,4.8,748,25,750,6.04,1,0,1,13,0,9
647,DOC0007,4.4,600,28,250,6.72,1,1,0,18,1,9
647,DOC0023,3.9,753,5,250,17.92,1,1,0,16,1,7
647,DOC0038,3.5,708,29,1000,23.18,1,0,1,14,0,5
647,DOC0070,3.8,693,30,900,21.09,1,0,1,22,0,5
647,DOC0083,4.5,425,12,550,18.7,1,1,2,9,1,9
647,DOC0099,4.2,690,19,300,17.03,1,1,0,25,1,9
647,DOC0109,4.4,63,19,900,22.37,1,1,1,22,0,6
647,DOC0125,3.7,147,30,850,24.89,1,1,1,13,0,5
647,DOC0139,4.4,680,7,950,11.57,1,1,1,20,0,6
648,DOC0008,4.6,782,11,400,15.87,1,1,0,16,1,9
648,DOC0022,3.6,711,5,500,9.09,1,0,0,20,1,7
648,DOC0039,4.1,429,17,1650,17.66,1,0,1,8,1,9
648,DOC0058,4.3,303,9,1600,7.41,1,1,1,24,1,9
648,DOC0067,4.5,295,24,1750,19.4,1,1,1,13,1,9
648,DOC0090,4.0,684,32,950,4.83,1,1,2,12,1,9
648,DOC0116,4.1,480,28,1750,21.14,1,1,1,14,1,9
648,DOC0134,3.3,158,25,1650,19.52,0,0,1,22,1,5
649,DOC0001,4.0,738,19,400,7.77,1,0,0,15,1,9
649,DOC0026,3.8,138,31,300,5.07,1,0,0,25,1,9
649,DOC0043,4.3,743,5,1200,11.19,1,1,1,21,1,8
649,DOC0060,4.0,607,6,1350,5.29,1,0,1,23,0,6
649,DOC0063,4.3,725,10,1200,10.9,1,0,1,17,1,8
649,DOC0091,4.1,474,22,350,4.09,1,1,0,15,1,9
649,DOC0130,3.6,667,22,1300,13.11,1,1,1,15,0,7
649,DOC0138,4.7,96,11,1300,1.56,1,1,1,20,0,9
650,DOC0030,3.6,655,14,350,2.41,1,1,0,15,0,8
650,DOC0048,4.1,656,10,800,10.64,1,0,1,12,0,6
650,DOC0073,3.6,541,23,950,8.52,1,0,1,21,0,6
650,DOC0085,3.8,613,31,500,6.74,1,1,2,12,0,8
650,DOC0092,3.9,214,4,250,2.65,1,0,0,22,0,6
650,DOC0115,4.4,98,17,850,10.17,1,1,1,10,0,7
650,DOC0128,3.9,479,27,950,8.19,1,0,1,10,0,6
651,DOC0031,4.3,428,29,950,2.29,1,1,1,10,1,9
651,DOC0049,3.4,755,27,850,15.22,0,1,1,13,1,7
651,DOC0082,3.9,329,25,400,13.11,1,0,2,20,1,9
651,DOC0097,3.9,510,12,250,8.14,1,1,0,21,1,9
651,DOC0108,3.9,355,27,800,3.86,0,0,1,23,1,9
651,DOC0127,4.5,751,5,850,3.57,1,0,1,12,1,9
651,DOC0146,4.2,675,7,950,11.47,1,1,1,12,1,9
652,DOC0012,4.6,176,29,300,19.62,1,1,0,13,1,9
652,DOC0029,3.6,150,4,350,9.88,0,0,0,19,1,5
652,DOC0040,3.9,144,4,900,17.44,1,1,1,22,0,3
652,DOC0056,4.0,434,5,800,11.56,1,1,1,17,1,8
652,DOC0074,4.1,91,9,1000,20.13,1,0,1,21,0,4
652,DOC0076,3.7,470,13,550,5.35,0,1,2,22,1,8
652,DOC0101,3.9,776,5,150,10.74,1,1,0,12,1,8
652,DOC0135,4.2,279,32,850,19.09,0,1,1,14,0,6
652,DOC0142,4.2,95,9,800,13.04,1,1,1,22,1,8
653,DOC0014,4.0,151,27,300,9.29,1,1,0,25,1,9
653,DOC0045,3.7,637,30,1000,11.35,1,1,1,23,0,7
653,DOC0051,3.8,399,28,900,14.82,0,1,1,18,0,6
653,DOC0062,3.8,644,21,900,7.32,1,0,1,11,0,6
653,DOC0114,4.4,500,7,850,7.8,1,0,1,17,0,5
653,DOC0145,3.8,608,15,950,10.98,0,1,1,18,0,6
654,DOC0053,3.9,108,17,850,15.21,1,1,1,22,0,5
654,DOC0068,4.1,113,16,900,7.44,1,1,1,21,0,7
654,DOC0103,3.7,130,19,200,12.49,1,1,0,25,1,9
654,DOC0110,4.2,41,12,800,7.82,1,1,1,13,1,8
654,DOC0149,4.5,49,24,900,11.38,0,1,1,16,0,7
655,DOC0001,4.0,738,19,400,9.64,1,0,0,15,0,7
655,DOC0026,3.8,138,31,300,5.05,1,0,0,25,0,6
655,DOC0043,4.3,743,5,1200,13.04,1,1,1,21,0,6
655,DOC0060,4.0,607,6,1350,3.42,1,0,1,23,0,6
655,DOC0063,4.3,725,10,1200,13.54,1,0,1,17,0,6
655,DOC0091,4.1,474,22,350,4.62,1,1,0,15,0,9
655,DOC0130,3.6,667,22,1300,15.0,1,1,1,15,0,7
655,DOC0138,4.7,96,11,1300,2.99,1,1,1,20,0,9
656,DOC0014,4.0,151,27,300,18.87,1,1,0,25,1,8
656,DOC0045,3.7,637,30,1000,11.61,1,1,1,23,0,7
656,DOC0051,3.8,399,28,900,12.75,0,1,1,18,0,6
656,DOC0062,3.8,644,21,900,14.99,1,0,1,11,0,6
656,DOC0114,4.4,500,7,850,16.49,1,0,1,17,0,4
656,DOC0145,3.8,608,15,950,12.12,0,1,1,18,0,6
657,DOC0013,4.8,334,3,200,10.57,1,0,0,15,1,9
657,DOC0024,3.6,29,32,350,8.25,1,0,0,11,1,7
657,DOC0057,3.8,333,16,950,12.53,1,0,1,11,0,6
657,DOC0079,4.0,77,17,400,12.81,1,0,2,19,1,8
657,DOC0119,3.6,278,5,850,5.49,1,1,1,12,0,6
657,DOC0131,3.7,389,21,850,7.89,0,1,1,24,0,6
658,DOC0010,4.5,586,17,600,6.55,1,1,0,8,0,9
658,DOC0021,3.7,618,21,650,6.37,1,1,0,24,0,8
658,DOC0044,4.7,618,29,2050,12.27,1,1,1,8,0,9
658,DOC0088,3.6,290,28,1050,8.57,1,1,2,22,0,7
658,DOC0096,3.6,545,18,550,5.4,1,1,0,22,0,8
658,DOC0112,4.0,377,23,2000,13.28,1,0,1,12,0,7
658,DOC0129,3.8,144,19,2050,14.16,0,1,1,21,0,5
658,DOC0150,4.0,677,18,2200,0.72,1,1,1,23,0,9
659,DOC0011,4.6,484,27,300,15.18,0,1,0,16,1,9
659,DOC0028,3.7,584,8,350,3.24,1,0,0,25,1,9
659,DOC0037,4.4,773,24,800,6.17,1,1,1,10,1,9
659,DOC0046,3.9,408,8,750,11.71,1,1,1,22,1,8
659,DOC0065,4.6,629,29,800,9.08,1,1,1,17,1,9
659,DOC0078,4.3,652,30,500,6.84,0,1,2,17,1,9
659,DOC0095,3.9,351,7,150,3.82,0,1,0,16,1,8
659,DOC0113,4.1,525,7,950,10.63,1,1,1,22,0,6
659,DOC0148,4.5,649,7,900,9.25,1,1,1,24,0,7
660,DOC0013,4.8,334,3,200,17.39,1,0,0,15,1,7
660,DOC0024,3.6,29,32,350,4.69,1,0,0,11,0,6
660,DOC0057,3.8,333,16,950,12.81,1,0,1,11,0,6
660,DOC0079,4.0,77,17,400,6.31,1,0,2,19,0,7
660,DOC0119,3.6,278,5,850,12.94,1,1,1,12,0,5
660,DOC0131,3.7,389,21,850,9.48,0,1,1,24,0,6
661,DOC0004,4.0,697,25,150,13.12,1,1,0,17,1,9
661,DOC0019,4.4,262,6,150,10.88,1,1,0,23,1,8
661,DOC0034,3.9,392,3,900,6.07,1,1,1,18,0,6
661,DOC0066,4.3,468,11,900,1.74,0,1,1,9,0,8
661,DOC0077,3.7,685,18,550,15.54,0,1,2,18,0,5
661,DOC0093,3.8,598,4,350,10.16,1,0,0,25,0,4
661,DOC0132,3.7,64,15,950,6.68,1,1,1,19,0,7
661,DOC0144,3.9,46,10,950,11.73,1,0,1,19,0,4
662,DOC0053,3.9,108,17,850,8.73,1,1,1,22,1,9
662,DOC0068,4.1,113,16,900,8.51,1,1,1,21,1,9
662,DOC0103,3.7,130,19,200,6.8,1,1,0,25,1,9
662,DOC0110,4.2,41,12,800,10.0,1,1,1,13,1,9
662,DOC0149,4.5,49,24,900,4.77,0,1,1,16,1,9
663,DOC0014,4.0,151,27,300,8.28,1,1,0,25,1,9
663,DOC0045,3.7,637,30,1000,10.23,1,1,1,23,0,7
663,DOC0051,3.8,399,28,900,12.93,0,1,1,18,0,6
663,DOC0062,3.8,644,21,900,6.7,1,0,1,11,0,7
663,DOC0114,4.4,500,7,850,7.62,1,0,1,17,0,5
663,DOC0145,3.8,608,15,950,9.02,0,1,1,18,0,6
664,DOC0075,4.3,515,29,900,16.39,1,1,1,25,1,9
664,DOC0094,4.0,303,28,400,7.02,1,0,0,12,1,9
664,DOC0120,3.8,152,23,950,18.15,1,1,1,10,1,7
664,DOC0121,3.4,776,12,950,17.54,1,1,1,9,1,6
665,DOC0006,4.6,675,17,450,11.66,1,1,0,15,0,9
665,DOC0016,3.4,239,10,400,20.48,1,1,0,23,0,4
665,DOC0036,4.6,331,12,1650,27.05,1,1,1,21,0,7
665,DOC0052,4.3,744,23,1800,12.23,1,0,1,13,0,7
665,DOC0064,4.4,290,5,1700,25.59,1,1,1,14,0,5
665,DOC0087,4.0,97,26,950,19.98,0,1,2,15,0,5
665,DOC0102,3.9,382,24,400,19.79,1,1,0,21,0,6
665,DOC0118,3.9,416,14,1800,27.01,1,0,1,18,0,4
665,DOC0123,3.8,259,17,1700,28.89,1,1,1,17,0,6
665,DOC0147,4.4,746,19,1600,14.52,1,0,1,24,0,7
666,DOC0014,4.0,151,27,300,8.25,1,1,0,25,1,9
666,DOC0045,3.7,637,30,1000,8.5,1,1,1,23,1,9
666,DOC0051,3.8,399,28,900,9.39,0,1,1,18,1,8
666,DOC0062,3.8,644,21,900,7.01,1,0,1,11,1,8
666,DOC0114,4.4,500,7,850,8.63,1,0,1,17,1,7
666,DOC0145,3.8,608,15,950,5.35,0,1,1,18,1,9
667,DOC0005,4.5,706,23,350,7.74,1,0,0,10,0,8
667,DOC0020,3.6,485,3,250,8.37,1,0,0,25,0,4
667,DOC0042,4.0,661,27,950,9.13,1,0,1,22,0,7
667,DOC0059,4.4,300,14,800,10.53,0,1,1,9,0,6
667,DOC0072,4.5,584,25,800,6.72,0,1,1,21,0,9
667,DOC0084,4.0,244,22,550,12.47,1,1,2,16,0,8
667,DOC0111,3.6,100,30,800,8.14,1,1,1,17,0,6
667,DOC0122,3.8,205,15,800,10.65,1,1,1,13,0,7
667,DOC0143,4.8,748,25,750,6.51,1,0,1,13,0,9
668,DOC0053,3.9,108,17,850,4.41,1,1,1,22,0,7
668,DOC0068,4.1,113,16,900,11.79,1,1,1,21,0,7
668,DOC0103,3.7,130,19,200,4.62,1,1,0,25,1,9
668,DOC0110,4.2,41,12,800,13.49,1,1,1,13,0,6
668,DOC0149,4.5,49,24,900,0.86,0,1,1,16,0,9
669,DOC0011,4.6,484,27,300,8.67,0,1,0,16,1,9
669,DOC0028,3.7,584,8,350,17.15,1,0,0,25,1,7
669,DOC0037,4.4,773,24,800,16.55,1,1,1,10,1,9
669,DOC0046,3.9,408,8,750,16.46,1,1,1,22,1,8
669,DOC0065,4.6,629,29,800,12.52,1,1,1,17,1,9
669,DOC0078,4.3,652,30,500,20.86,0,1,2,17,1,9
669,DOC0095,3.9,351,7,150,16.06,0,1,0,16,1,6
669,DOC0113,4.1,525,7,950,12.85,1,1,1,22,1,9
669,DOC0148,4.5,649,7,900,13.31,1,1,1,24,1,9
670,DOC0075,4.3,515,29,900,19.26,1,1,1,25,0,7
670,DOC0094,4.0,303,28,400,9.82,1,0,0,12,1,9
670,DOC0120,3.8,152,23,950,21.01,1,1,1,10,0,5
670,DOC0121,3.4,776,12,950,20.32,1,1,1,9,0,4
671,DOC0008,4.6,782,11,400,15.8,1,1,0,16,1,9
671,DOC0022,3.6,711,5,500,3.06,1,0,0,20,1,7
671,DOC0039,4.1,429,17,1650,8.04,1,0,1,8,0,7
671,DOC0058,4.3,303,9,1600,11.23,1,1,1,24,0,7
671,DOC0067,4.5,295,24,1750,11.01,1,1,1,13,0,9
671,DOC0090,4.0,684,32,950,5.25,1,1,2,12,0,9
671,DOC0116,4.1,480,28,1750,12.57,1,1,1,14,0,8
671,DOC0134,3.3,158,25,1650,9.73,0,0,1,22,0,3
672,DOC0030,3.6,655,14,350,10.38,1,1,0,15,1,9
672,DOC0048,4.1,656,10,800,14.22,1,0,1,12,1,9
672,DOC0073,3.6,541,23,950,3.64,1,0,1,21,1,9
672,DOC0085,3.8,613,31,500,14.94,1,1,2,12,1,9
672,DOC0092,3.9,214,4,250,9.51,1,0,0,22,1,7
672,DOC0115,4.4,98,17,850,4.63,1,1,1,10,1,9
672,DOC0128,3.9,479,27,950,8.41,1,0,1,10,1,9
673,DOC0009,4.5,132,7,300,10.63,1,1,0,13,1,8
673,DOC0017,3.4,766,24,250,5.32,0,1,0,11,1,9
673,DOC0032,4.6,138,13,1000,6.27,1,1,1,16,0,8
673,DOC0047,3.5,73,11,950,10.48,1,0,1,19,0,4
673,DOC0069,3.9,798,25,900,5.8,1,0,1,22,0,7
673,DOC0086,4.2,563,7,550,9.89,1,1,2,16,0,6
673,DOC0098,3.8,87,13,300,4.46,0,1,0,25,1,7
673,DOC0107,3.6,245,6,800,7.55,1,1,1,9,0,5
673,DOC0133,3.9,360,26,900,8.1,0,1,1,19,0,6
673,DOC0136,4.3,764,11,950,6.67,1,1,1,21,0,8
674,DOC0015,4.3,707,32,300,12.59,1,0,0,22,1,9
674,DOC0027,3.5,72,9,300,5.44,0,0,0,21,1,7
674,DOC0033,4.2,640,22,850,4.39,1,0,1,11,0,8
674,DOC0080,3.8,644,8,400,10.1,1,0,2,15,1,8
674,DOC0104,3.6,643,30,300,4.91,1,0,0,16,1,9
674,DOC0124,3.3,534,27,800,6.27,1,0,1,13,1,8
674,DOC0140,4.3,607,14,850,8.37,0,1,1,19,0,6
675,DOC0005,4.5,706,23,350,17.23,1,0,0,10,1,9
675,DOC0020,3.6,485,3,250,5.07,1,0,0,25,1,8
675,DOC0042,4.0,661,27,950,6.25,1,0,1,22,1,9
675,DOC0059,4.4,300,14,800,13.52,0,1,1,9,1,8
675,DOC0072,4.5,584,25,800,9.92,0,1,1,21,1,9
675,DOC0084,4.0,244,22,550,7.76,1,1,2,16,1,9
675,DOC0111,3.6,100,30,800,11.29,1,1,1,17,1,8
675,DOC0122,3.8,205,15,800,7.69,1,1,1,13,1,9
